Symbol,Quantity,OpenDate,OpenPrice,DollarCost,CloseDate,ClosePrice,ClosingAmount,GainLoss,
DAL Jun 19 '20 $32 Put,1,06/08/2020,1.00,100.52,06/09/2020,1.48,147.48,46.96,
DAL Jul 17 '20 $28 Call,50,07/17/2020,0.13,675.82,07/18/2020,0.00,0.00,-675.82,
DAL Jul 17 '20 $29 Call,9,07/15/2020,0.23,211.65,07/15/2020,0.59,526.32,314.68,
DAL Jul 17 '20 $29 Call,36,07/15/2020,0.24,882.59,07/15/2020,0.59,2105.29,1222.70,
DAL Jul 17 '20 $29 Call,5,07/15/2020,0.24,122.58,07/15/2020,0.59,292.40,169.82,
DAL Jul 17 '20 $29 Call,50,07/15/2020,0.62,3125.82,07/18/2020,0.00,0.00,-3125.82,
DAL Jul 17 '20 $31 Call,40,07/06/2020,0.64,2580.66,07/18/2020,0.00,0.00,-2580.66,
DAL Jul 17 '20 $31 Call,40,07/10/2020,0.29,1180.66,07/18/2020,0.00,0.00,-1180.66,
DAL Jul 31 '20 $29 Call,60,07/24/2020,0.16,990.98,08/01/2020,0.00,0.00,-990.98,
DAL Jul 31 '20 $30 Call,40,07/21/2020,0.29,1180.66,07/23/2020,0.18,699.25,-481.41,
DAL Jul 31 '20 $30 Call,20,07/22/2020,0.16,330.33,07/23/2020,0.18,349.62,19.30,
DAL Jul 31 '20 $30 Call,20,07/23/2020,0.12,250.33,07/23/2020,0.18,349.62,99.30,
DAL Aug 07 '20 $29 Call,50,08/05/2020,0.18,925.70,08/08/2020,0.00,0.00,-925.70,
DAL Aug 07 '20 $29 Call,20,08/05/2020,0.17,350.28,08/08/2020,0.00,0.00,-350.28,
DAL Aug 14 '20 $28 Call,1,08/03/2020,0.24,24.52,08/04/2020,0.47,46.48,21.97,
DAL Aug 14 '20 $28 Call,16,08/03/2020,0.24,392.26,08/04/2020,0.47,743.73,351.47,
DAL Aug 14 '20 $28 Call,3,08/03/2020,0.24,73.55,08/04/2020,0.47,139.45,65.90,
DAL Aug 14 '20 $28 Call,5,08/03/2020,0.24,122.58,08/04/2020,0.33,162.42,39.83,
DAL Aug 14 '20 $28 Call,9,08/03/2020,0.24,220.65,08/04/2020,0.33,292.35,71.70,
DAL Aug 14 '20 $28 Call,6,08/03/2020,0.24,147.10,08/04/2020,0.33,194.90,47.80,
DAL Aug 14 '20 $29 Call,20,08/07/2020,0.29,590.28,08/10/2020,0.78,1549.65,959.37,
DAL Aug 14 '20 $29 Call,18,08/07/2020,0.29,531.25,08/10/2020,0.78,1394.68,863.43,
DAL Aug 14 '20 $29 Call,12,08/07/2020,0.29,354.17,08/10/2020,0.78,929.79,575.62,
DAL Aug 14 '20 $31 Call,50,08/10/2020,0.21,1075.70,08/10/2020,0.28,1374.17,298.48,
DAL Aug 21 '20 $28 Call,20,08/05/2020,0.70,1410.28,08/05/2020,0.95,1889.64,479.36,
DAL Aug 21 '20 $28 Call,20,08/04/2020,0.57,1150.28,08/05/2020,1.04,2069.64,919.36,
DAL Aug 28 '20 $30 Call,28,08/24/2020,0.20,574.39,08/24/2020,0.68,1889.51,1315.12,
DAL Aug 28 '20 $30 Call,7,08/24/2020,0.20,143.60,08/24/2020,0.64,444.38,300.78,
DAL Aug 28 '20 $30 Call,5,08/24/2020,0.20,102.57,08/24/2020,0.64,317.41,214.84,
DAL Aug 28 '20 $30 Call,4,08/24/2020,0.20,82.06,08/24/2020,0.64,253.93,171.88,
DAL Aug 28 '20 $30 Call,2,08/24/2020,0.20,41.03,08/24/2020,0.64,126.97,85.94,
DAL Aug 28 '20 $30 Call,4,08/24/2020,0.20,82.06,08/24/2020,0.64,253.93,171.88,
DAL Aug 28 '20 $30 Call,36,08/24/2020,0.20,738.50,08/24/2020,0.42,1493.39,754.89,
DAL Aug 28 '20 $30 Call,6,08/24/2020,0.19,117.08,08/24/2020,0.42,248.90,131.82,
DAL Aug 28 '20 $30 Call,8,08/24/2020,0.19,156.11,08/24/2020,0.42,331.87,175.75,
DAL Aug 28 '20 $31 Call,25,08/25/2020,0.29,737.85,08/27/2020,0.82,2037.06,1299.21,
DAL Aug 28 '20 $31 Call,25,08/25/2020,0.29,737.85,08/28/2020,0.69,1712.06,974.22,
DAL Aug 28 '20 $32 Call,11,08/28/2020,0.12,137.65,08/28/2020,0.01,5.32,-132.33,
DAL Aug 28 '20 $32 Call,3,08/28/2020,0.12,37.54,08/28/2020,0.01,1.45,-36.09,
DAL Aug 28 '20 $32 Call,9,08/28/2020,0.12,112.63,08/28/2020,0.01,4.36,-108.27,
DAL Aug 28 '20 $32 Call,2,08/28/2020,0.12,25.03,08/28/2020,0.01,0.97,-24.06,
DAL Aug 28 '20 $32 Call,4,08/28/2020,0.12,50.06,08/28/2020,0.01,1.94,-48.12,
DAL Aug 28 '20 $32 Call,6,08/28/2020,0.12,75.08,08/28/2020,0.01,2.90,-72.18,
DAL Aug 28 '20 $32 Call,1,08/28/2020,0.12,12.51,08/28/2020,0.01,0.48,-12.03,
DAL Aug 28 '20 $32 Call,8,08/28/2020,0.12,100.11,08/28/2020,0.01,3.87,-96.24,
DAL Aug 28 '20 $32 Call,5,08/28/2020,0.12,62.57,08/28/2020,0.01,2.42,-60.15,
DAL Aug 28 '20 $32 Call,1,08/28/2020,0.12,12.51,08/28/2020,0.01,0.48,-12.03,
DAL Sep 11 '20 $35 Call,100,09/08/2020,0.30,3051.39,09/12/2020,0.00,0.00,-3051.39,
DAL Sep 11 '20 $35 Call,1,09/08/2020,0.34,34.51,09/12/2020,0.00,0.00,-34.51,
DAL Sep 11 '20 $35 Call,1,09/08/2020,0.35,35.51,09/12/2020,0.00,0.00,-35.51,
DAL Oct 23 '20 $34 Call,2,10/22/2020,0.25,51.03,10/22/2020,0.38,74.97,23.94,
DAL Oct 23 '20 $34 Call,4,10/22/2020,0.25,102.06,10/22/2020,0.38,149.93,47.88,
DAL Oct 23 '20 $34 Call,6,10/22/2020,0.25,153.08,10/22/2020,0.38,224.90,71.82,
DAL Oct 23 '20 $34 Call,4,10/22/2020,0.25,102.06,10/22/2020,0.38,149.93,47.88,
DAL Oct 23 '20 $34 Call,1,10/22/2020,0.25,25.51,10/22/2020,0.38,37.48,11.97,
DAL Oct 23 '20 $34 Call,1,10/22/2020,0.25,25.51,10/22/2020,0.38,37.48,11.97,
DAL Oct 23 '20 $34 Call,2,10/22/2020,0.25,51.03,10/22/2020,0.38,74.97,23.94,
DAL Oct 23 '20 $34 Call,19,10/22/2020,0.25,484.76,10/22/2020,0.38,712.18,227.42,
DAL Oct 23 '20 $34 Call,1,10/22/2020,0.25,25.51,10/22/2020,0.38,37.48,11.97,
DAL Oct 23 '20 $34 Call,3,10/22/2020,0.25,76.54,10/22/2020,0.38,112.45,35.91,
DAL Oct 23 '20 $34 Call,7,10/22/2020,0.25,178.60,10/22/2020,0.38,262.38,83.79,
DAL,1000,07/01/2020,28.49,28490.00,07/01/2020,29.51,29511.22,1021.22,
DAL,1000,10/26/2020,31.86,31860.00,10/28/2020,29.60,29595.32,-2264.68,
DBX Jul 31 '20 $23 Call,15,07/20/2020,0.42,637.75,07/20/2020,0.63,937.20,299.46,
DBX Jul 31 '20 $23 Call,1,07/20/2020,0.42,42.52,07/20/2020,0.64,63.48,20.96,
DBX Jul 31 '20 $23 Call,1,07/20/2020,0.42,42.52,07/20/2020,0.64,63.48,20.96,
DBX Jul 31 '20 $23 Call,5,07/20/2020,0.42,212.58,07/20/2020,0.64,317.40,104.82,
DBX Jul 31 '20 $23 Call,1,07/20/2020,0.42,42.52,07/20/2020,0.63,62.48,19.96,
DBX Jul 31 '20 $23 Call,3,07/20/2020,0.42,127.55,07/20/2020,0.63,187.44,59.89,
DBX Jul 31 '20 $23 Call,4,07/20/2020,0.42,170.07,07/20/2020,0.63,249.92,79.86,
DBX Aug 21 '20 $26 Call,80,08/03/2020,0.43,3481.31,08/22/2020,0.00,0.00,-3481.31,
DBX Aug 21 '20 $28 Call,100,08/03/2020,0.19,1951.64,08/22/2020,0.00,0.00,-1951.64,
DBX Aug 21 '20 $28 Call,50,08/03/2020,0.17,875.82,08/22/2020,0.00,0.00,-875.82,
DDOG Jul 17 '20 $100 Call,10,07/07/2020,1.05,1055.16,07/08/2020,2.00,1994.77,939.61,
DDOG Jul 31 '20 $99 Call,50,07/30/2020,0.20,1025.82,08/01/2020,0.00,0.00,-1025.82,
DDOG Aug 14 '20 $120 Call,10,08/03/2020,0.91,915.16,08/15/2020,0.00,0.00,-915.16,
DDOG Aug 14 '20 $120 Call,10,08/04/2020,0.60,605.14,08/15/2020,0.00,0.00,-605.14,
DDOG Oct 23 '20 $100 Put,45,10/19/2020,0.15,698.13,10/21/2020,0.80,3576.70,2878.58,
DDOG Oct 23 '20 $100 Put,5,10/19/2020,0.15,77.57,10/21/2020,0.80,397.41,319.84,
DDOG Oct 23 '20 $100 Put,100,10/19/2020,0.20,2051.39,10/21/2020,0.95,9448.20,7396.81,
DIS Jun 12 '20 $125 Call,10,05/26/2020,2.17,2175.16,05/27/2020,2.30,2294.77,119.60,
DKNG Jul 02 '20 $45 Call,30,06/23/2020,1.00,3015.49,07/04/2020,0.00,0.00,-3015.49,
DKNG Jul 24 '20 $40 Call,10,07/17/2020,1.08,1085.16,07/21/2020,0.81,804.80,-280.37,
DKNG Jul 24 '20 $40 Call,2,07/21/2020,0.90,181.03,07/25/2020,0.00,0.00,-181.03,
DKNG Jul 24 '20 $40 Call,3,07/21/2020,0.95,286.55,07/25/2020,0.00,0.00,-286.55,
DKNG,120,07/01/2020,34.26,4111.20,07/01/2020,33.54,4024.50,-86.70,
DKNG,880,07/01/2020,34.36,30236.80,07/01/2020,33.54,29513.03,-723.77,
DOCU,200,09/21/2020,203.44,40688.00,09/24/2020,202.81,40561.07,-126.93,
DOCU,300,09/28/2020,211.06,63318.00,09/29/2020,216.47,64939.51,1621.51,
FB Apr 17 '20 $180 Call,3,03/12/2020,5.30,1591.55,03/13/2020,4.70,1408.41,-183.14,
FB Apr 17 '20 $180 Call,14,03/12/2020,5.30,7427.23,03/13/2020,4.70,6572.60,-854.63,
FB Apr 17 '20 $180 Call,11,03/12/2020,5.30,5835.68,03/13/2020,4.70,5164.18,-671.50,
FB Apr 17 '20 $180 Call,15,03/12/2020,5.30,7957.75,03/13/2020,4.70,7042.07,-915.68,
FB Apr 17 '20 $180 Call,7,03/12/2020,5.30,3713.61,03/13/2020,4.70,3286.30,-427.32,
FB Apr 17 '20 $180 Call,1,03/17/2020,2.18,218.52,03/18/2020,1.30,129.48,-89.04,
FB Apr 17 '20 $180 Call,5,03/17/2020,2.18,1092.58,03/18/2020,1.30,647.39,-445.19,
FB Apr 17 '20 $180 Call,14,03/17/2020,2.18,3059.23,03/18/2020,1.30,1812.70,-1246.53,
FB Apr 17 '20 $150 Put,10,03/31/2020,2.30,2305.16,04/18/2020,0.00,0.00,-2305.16,
FB Apr 24 '20 $170 Put,20,04/20/2020,0.99,1990.33,04/21/2020,4.20,8389.45,6399.12,
FB Apr 24 '20 $170 Put,18,04/21/2020,3.60,6489.30,04/21/2020,3.61,6488.53,-0.77,
FB Apr 24 '20 $170 Put,2,04/21/2020,3.60,721.03,04/21/2020,3.60,718.95,-2.09,
FB May 22 '20 $222.50 Call,10,05/19/2020,2.36,2365.16,05/19/2020,2.20,2194.77,-170.40,
FB May 22 '20 $232.50 Call,1,05/22/2020,0.51,51.52,05/22/2020,0.38,37.48,-14.04,
FB May 22 '20 $232.50 Call,9,05/22/2020,0.51,463.65,05/22/2020,0.38,337.33,-126.32,
FB May 22 '20 $232.50 Call,10,05/22/2020,0.25,255.16,05/22/2020,0.57,564.80,309.64,
FB May 22 '20 $232.50 Call,1,05/22/2020,0.35,35.52,05/22/2020,0.91,90.48,54.96,
FB May 22 '20 $232.50 Call,12,05/22/2020,0.35,426.20,05/22/2020,0.93,1109.75,683.56,
FB May 22 '20 $232.50 Call,12,05/22/2020,0.35,426.20,05/22/2020,0.93,1109.75,683.56,
FB May 22 '20 $205 Put,10,05/18/2020,1.07,1075.16,05/23/2020,0.00,0.00,-1075.16,
FB May 22 '20 $205 Put,10,05/19/2020,0.35,355.16,05/23/2020,0.00,0.00,-355.16,
FB May 29 '20 $227.50 Call,2,05/29/2020,0.23,47.03,05/29/2020,0.02,2.96,-44.07,
FB May 29 '20 $227.50 Call,3,05/29/2020,0.23,70.55,05/29/2020,0.02,4.44,-66.10,
FB May 29 '20 $227.50 Call,3,05/29/2020,0.36,109.55,05/29/2020,0.02,4.44,-105.10,
FB May 29 '20 $227.50 Call,29,05/29/2020,0.24,710.98,05/29/2020,0.02,42.97,-668.01,
FB May 29 '20 $227.50 Call,8,05/29/2020,0.24,196.13,05/29/2020,0.02,11.85,-184.28,
FB May 29 '20 $227.50 Call,8,05/29/2020,0.23,188.13,05/29/2020,0.02,11.85,-176.28,
FB May 29 '20 $227.50 Call,3,05/29/2020,0.24,73.55,05/29/2020,0.02,4.44,-69.10,
FB May 29 '20 $227.50 Call,3,05/29/2020,0.24,73.55,05/29/2020,0.02,4.44,-69.10,
FB May 29 '20 $227.50 Call,4,05/29/2020,0.24,98.07,05/29/2020,0.02,5.93,-92.14,
FB May 29 '20 $227.50 Call,12,05/29/2020,0.25,306.20,05/29/2020,0.02,17.78,-288.42,
FB May 29 '20 $227.50 Call,1,05/29/2020,0.25,25.52,05/29/2020,0.02,1.48,-24.03,
FB May 29 '20 $227.50 Call,1,05/29/2020,0.25,25.52,05/29/2020,0.02,1.48,-24.03,
FB May 29 '20 $227.50 Call,1,05/29/2020,0.25,25.52,05/29/2020,0.02,1.48,-24.03,
FB May 29 '20 $227.50 Call,22,05/29/2020,0.36,803.36,05/29/2020,0.02,32.59,-770.77,
FB May 29 '20 $227.50 Call,50,05/29/2020,0.54,2725.82,05/29/2020,0.02,74.08,-2651.74,
FB May 29 '20 $222.50 Put,11,05/28/2020,0.81,896.68,05/28/2020,0.48,522.29,-374.39,
FB May 29 '20 $222.50 Put,1,05/28/2020,0.81,81.52,05/28/2020,0.48,47.48,-34.04,
FB May 29 '20 $222.50 Put,1,05/28/2020,0.81,81.52,05/28/2020,0.48,47.48,-34.04,
FB May 29 '20 $222.50 Put,2,05/28/2020,0.80,161.03,05/28/2020,0.48,94.96,-66.07,
FB May 29 '20 $222.50 Put,10,05/27/2020,1.30,1305.16,05/28/2020,0.80,794.80,-510.37,
FB May 29 '20 $222.50 Put,1,05/27/2020,0.78,78.52,05/28/2020,0.80,79.48,0.96,
FB May 29 '20 $222.50 Put,1,05/27/2020,0.77,77.52,05/28/2020,0.80,79.48,1.96,
FB May 29 '20 $222.50 Put,3,05/27/2020,0.79,238.55,05/28/2020,0.80,238.44,-0.11,
FB Jun 05 '20 $230 Call,10,06/01/2020,3.34,3345.16,06/01/2020,3.35,3344.74,-0.42,
FB Jun 05 '20 $230 Call,10,06/02/2020,3.70,3705.16,06/02/2020,3.70,3694.73,-10.43,
FB Jun 05 '20 $230 Call,10,06/02/2020,3.05,3055.16,06/02/2020,3.70,3694.73,639.57,
FB Jun 12 '20 $232.50 Call,20,06/12/2020,1.16,2330.33,06/13/2020,0.00,0.00,-2330.33,
FB Jun 12 '20 $232.50 Call,20,06/12/2020,0.71,1430.33,06/13/2020,0.00,0.00,-1430.33,
FB Jun 12 '20 $232.50 Call,9,06/12/2020,0.62,562.65,06/13/2020,0.00,0.00,-562.65,
FB Jun 12 '20 $232.50 Call,11,06/12/2020,0.61,676.68,06/13/2020,0.00,0.00,-676.68,
FB Jun 26 '20 $250 Call,50,06/23/2020,1.33,6675.82,06/23/2020,0.85,4223.99,-2451.83,
FB Jun 26 '20 $250 Call,31,06/23/2020,0.95,2961.01,06/23/2020,0.92,2835.87,-125.14,
FB Jun 26 '20 $250 Call,8,06/23/2020,0.96,772.13,06/23/2020,0.92,731.84,-40.29,
FB Jun 26 '20 $250 Call,8,06/23/2020,0.96,772.13,06/23/2020,0.92,731.84,-40.29,
FB Jun 26 '20 $250 Call,3,06/23/2020,0.96,289.55,06/23/2020,0.92,274.44,-15.11,
FB Jun 26 '20 $250 Call,10,06/19/2020,0.78,785.16,06/23/2020,1.50,1494.78,709.62,
FB Jun 26 '20 $250 Call,10,06/19/2020,0.90,905.16,06/23/2020,1.50,1494.78,589.62,
FB Jun 26 '20 $250 Call,30,06/19/2020,1.36,4095.49,06/23/2020,1.50,4484.35,388.86,
FB Jun 26 '20 $215 Put,30,06/26/2020,0.45,1365.49,06/26/2020,0.65,1934.40,568.91,
FB Jun 26 '20 $215 Put,30,06/26/2020,0.29,885.49,06/26/2020,0.65,1934.40,1048.91,
FB Jul 02 '20 $225 Call,20,06/29/2020,1.35,2710.33,06/29/2020,1.60,3189.56,479.23,
FB Jul 02 '20 $225 Call,4,06/29/2020,1.01,406.07,06/29/2020,1.51,601.91,195.85,
FB Jul 02 '20 $225 Call,10,06/29/2020,1.01,1015.16,06/29/2020,1.51,1504.78,489.62,
FB Jul 02 '20 $225 Call,3,06/29/2020,1.01,304.55,06/29/2020,1.51,451.43,146.89,
FB Jul 02 '20 $225 Call,3,06/29/2020,1.01,304.55,06/29/2020,1.51,451.43,146.89,
FB Jul 02 '20 $255 Call,40,06/24/2020,0.60,2420.66,06/25/2020,0.41,1619.23,-801.43,
FB Jul 02 '20 $255 Call,20,06/24/2020,0.52,1050.33,06/25/2020,0.41,809.61,-240.71,
FB Jul 02 '20 $255 Call,40,06/24/2020,1.37,5500.66,06/25/2020,0.41,1619.23,-3881.43,
FB Jul 02 '20 $255 Call,50,06/25/2020,0.44,2225.82,06/25/2020,0.38,1874.04,-351.78,
FB Jul 17 '20 $245 Call,20,07/17/2020,0.20,410.33,07/18/2020,0.00,0.00,-410.33,
FB Jul 24 '20 $250 Call,4,07/20/2020,1.47,590.07,07/20/2020,2.34,933.91,343.84,
FB Jul 24 '20 $250 Call,1,07/20/2020,1.48,148.52,07/20/2020,2.34,233.48,84.96,
FB Jul 24 '20 $250 Call,4,07/20/2020,1.47,590.07,07/20/2020,1.80,717.91,127.84,
FB Jul 24 '20 $250 Call,1,07/20/2020,1.48,148.52,07/20/2020,1.80,179.48,30.96,
FB Jul 24 '20 $250 Call,5,07/21/2020,1.86,932.58,07/21/2020,1.38,687.39,-245.19,
FB Jul 24 '20 $250 Call,5,07/20/2020,2.81,1407.58,07/21/2020,1.38,687.39,-720.19,
FB Jul 24 '20 $250 Call,10,07/21/2020,1.41,1415.16,07/25/2020,0.00,0.00,-1415.16,
FB Jul 24 '20 $250 Call,10,07/22/2020,0.50,505.16,07/25/2020,0.00,0.00,-505.16,
FB Jul 31 '20 $250 Call,10,07/27/2020,2.14,2145.16,07/27/2020,2.00,1994.77,-150.39,
FB Aug 07 '20 $250 Call,10,07/30/2020,2.00,2005.16,07/31/2020,7.30,7294.65,5289.49,
FB Aug 07 '20 $250 Call,10,07/30/2020,2.00,2005.16,07/31/2020,7.19,7184.66,5179.49,
FB Aug 07 '20 $255 Call,10,08/06/2020,0.73,735.14,08/06/2020,2.20,2194.79,1459.65,
FB Aug 07 '20 $255 Call,8,08/06/2020,0.73,588.11,08/06/2020,3.86,3083.80,2495.69,
FB Aug 07 '20 $255 Call,2,08/06/2020,0.73,147.03,08/06/2020,3.85,768.95,621.92,
FB Aug 07 '20 $260 Call,20,07/31/2020,1.78,3570.33,07/31/2020,1.98,3949.54,379.22,
FB Aug 07 '20 $260 Call,10,08/06/2020,0.94,945.14,08/06/2020,4.00,3994.75,3049.61,
FB Aug 07 '20 $265 Call,2,08/06/2020,1.78,357.03,08/06/2020,1.90,378.96,21.93,
FB Aug 07 '20 $265 Call,2,08/06/2020,1.78,357.03,08/06/2020,1.90,378.96,21.93,
FB Aug 07 '20 $265 Call,9,08/06/2020,1.79,1615.63,08/06/2020,1.90,1705.32,89.69,
FB Aug 07 '20 $265 Call,4,08/06/2020,1.79,718.06,08/06/2020,1.90,757.92,39.86,
FB Aug 07 '20 $265 Call,1,08/06/2020,1.79,179.51,08/06/2020,1.90,189.48,9.97,
FB Aug 07 '20 $265 Call,1,08/06/2020,1.79,179.51,08/06/2020,1.90,189.48,9.97,
FB Aug 07 '20 $265 Call,1,08/06/2020,1.79,179.51,08/06/2020,1.91,190.48,10.97,
FB Aug 07 '20 $275 Call,10,08/07/2020,2.09,2095.14,08/07/2020,0.71,704.83,-1390.31,
FB Aug 07 '20 $275 Call,10,08/07/2020,1.60,1605.14,08/07/2020,0.71,704.83,-900.31,
FB Aug 07 '20 $275 Call,20,08/07/2020,0.62,1250.28,08/07/2020,0.37,729.67,-520.61,
FB Aug 07 '20 $275 Call,19,08/07/2020,1.23,2346.76,08/07/2020,0.99,1871.16,-475.61,
FB Aug 07 '20 $275 Call,1,08/07/2020,1.22,122.51,08/07/2020,0.99,98.48,-24.03,
FB Aug 07 '20 $275 Call,8,08/07/2020,0.80,644.11,08/07/2020,1.19,947.85,303.74,
FB Aug 07 '20 $275 Call,22,08/07/2020,0.83,1837.31,08/07/2020,1.19,2606.59,769.29,
FB Aug 21 '20 $280 Call,15,08/11/2020,1.56,2347.71,08/22/2020,0.00,0.00,-2347.71,
FB Aug 21 '20 $280 Call,5,08/11/2020,1.57,787.57,08/22/2020,0.00,0.00,-787.57,
FB Aug 28 '20 $287.50 Call,10,08/24/2020,0.95,955.14,08/25/2020,2.30,2294.79,1339.65,
FB Aug 28 '20 $287.50 Call,10,08/24/2020,2.18,2185.14,08/25/2020,2.30,2294.79,109.65,
FB Aug 28 '20 $287.50 Call,10,08/25/2020,2.52,2525.14,08/25/2020,2.68,2674.78,149.64,
FB Aug 28 '20 $287.50 Call,2,08/25/2020,2.78,557.03,08/26/2020,4.50,898.95,341.92,
FB Aug 28 '20 $287.50 Call,8,08/25/2020,2.78,2228.11,08/26/2020,4.50,3595.79,1367.68,
FB Sep 11 '20 $275 Call,40,09/11/2020,0.31,1260.56,09/12/2020,0.00,0.00,-1260.56,
FB Sep 25 '20 $270 Call,50,09/22/2020,0.41,2075.70,09/26/2020,0.00,0.00,-2075.70,
FB Sep 25 '20 $270 Call,7,09/22/2020,0.38,269.60,09/26/2020,0.00,0.00,-269.60,
FB Sep 25 '20 $270 Call,3,09/22/2020,0.37,112.54,09/26/2020,0.00,0.00,-112.54,
FB Sep 25 '20 $270 Call,10,09/23/2020,0.16,165.14,09/26/2020,0.00,0.00,-165.14,
FB Sep 25 '20 $270 Call,50,09/23/2020,0.15,775.70,09/26/2020,0.00,0.00,-775.70,
FB Oct 02 '20 $270 Call,10,09/28/2020,0.52,525.14,09/29/2020,1.05,1044.82,519.68,
FB Oct 02 '20 $270 Call,2,09/28/2020,0.52,105.03,09/29/2020,1.30,258.96,153.93,
FB Oct 02 '20 $270 Call,2,09/28/2020,0.52,105.03,09/29/2020,1.30,258.96,153.93,
FB Oct 02 '20 $270 Call,3,09/28/2020,0.52,157.54,09/29/2020,1.30,388.44,230.90,
FB Oct 02 '20 $270 Call,3,09/28/2020,0.52,157.54,09/29/2020,1.30,388.44,230.90,
FB Oct 02 '20 $270 Call,10,09/30/2020,0.73,735.14,09/30/2020,0.97,964.82,229.68,
FB Oct 09 '20 $265 Call,10,10/08/2020,1.85,1855.14,10/08/2020,1.55,1544.81,-310.33,
FB Oct 09 '20 $265 Call,10,10/08/2020,1.85,1855.14,10/10/2020,0.00,0.00,-1855.14,
FB Oct 09 '20 $265 Call,10,10/08/2020,1.56,1565.14,10/10/2020,0.00,0.00,-1565.14,
FB Oct 16 '20 $275 Call,1,10/12/2020,2.00,200.51,10/12/2020,2.86,285.48,84.96,
FB Oct 16 '20 $275 Call,1,10/12/2020,2.00,200.51,10/12/2020,2.86,285.48,84.96,
FB Oct 16 '20 $275 Call,3,10/12/2020,2.00,601.54,10/12/2020,2.86,856.43,254.89,
FB Oct 16 '20 $275 Call,5,10/12/2020,2.00,1002.57,10/12/2020,3.40,1697.38,694.81,
FB Oct 16 '20 $280 Call,5,10/12/2020,2.60,1302.57,10/13/2020,3.60,1797.38,494.81,
FB Oct 16 '20 $280 Call,5,10/12/2020,2.60,1302.57,10/13/2020,2.76,1377.39,74.82,
FSLR Jul 17 '20 $55 Call,30,07/06/2020,0.80,2415.49,07/07/2020,0.84,2504.39,88.90,
FSLY Jun 12 '20 $49 Call,10,06/02/2020,1.90,1905.16,06/03/2020,2.02,2014.77,109.61,
FSLY Jul 10 '20 $92 Put,20,07/10/2020,0.40,810.33,07/10/2020,0.45,889.61,79.28,
FSLY Jul 17 '20 $100 Call,10,07/13/2020,1.85,1855.16,07/18/2020,0.00,0.00,-1855.16,
FSLY,185,07/20/2020,82.61,15282.85,07/20/2020,84.69,15667.28,384.43,
FSLY,200,07/20/2020,82.61,16522.00,07/20/2020,84.69,16937.64,415.64,
FSLY,15,07/20/2020,82.61,1239.15,07/20/2020,84.71,1270.62,31.47,
FSLY,100,07/20/2020,82.61,8261.00,07/20/2020,84.70,8469.80,208.80,
FTCH Jul 17 '20 $19 Call,40,06/29/2020,0.70,2820.66,07/02/2020,1.05,4179.17,1358.52,
FTCH Jul 17 '20 $20 Call,10,07/06/2020,0.84,845.16,07/09/2020,1.91,1904.77,1059.61,
FTCH Jul 17 '20 $20 Call,10,07/06/2020,0.84,845.16,07/09/2020,2.41,2404.76,1559.60,
FTCH Jul 17 '20 $20 Call,10,07/06/2020,0.84,845.16,07/09/2020,2.00,1994.77,1149.61,
FTCH Aug 21 '20 $25 Call,10,07/13/2020,1.17,1175.16,07/17/2020,1.23,1224.79,49.62,
FTCH Aug 21 '20 $25 Call,10,07/13/2020,1.17,1175.16,07/17/2020,1.20,1194.79,19.63,
FTCH,400,07/17/2020,21.01,8402.52,07/17/2020,21.54,8615.75,213.23,
FTCH,600,07/17/2020,21.01,12603.78,07/17/2020,21.53,12917.64,313.86,
FTNT Jul 17 '20 $145 Call,10,06/22/2020,5.00,5005.16,06/22/2020,5.18,5174.70,169.54,
GDDY Aug 21 '20 $82.50 Call,20,08/03/2020,0.51,1030.33,08/05/2020,1.05,2089.64,1059.31,
GDDY Aug 21 '20 $82.50 Call,5,08/03/2020,0.51,257.58,08/05/2020,1.05,522.41,264.83,
GDDY Aug 21 '20 $82.50 Call,25,08/03/2020,0.51,1287.91,08/20/2020,0.64,1587.07,299.16,
GDDY Aug 21 '20 $82.50 Call,25,08/14/2020,0.80,2012.85,08/20/2020,0.64,1587.07,-425.78,
GDDY Aug 21 '20 $85 Call,100,08/17/2020,0.20,2051.39,08/22/2020,0.00,0.00,-2051.39,
GDDY Aug 21 '20 $90 Call,50,08/06/2020,0.27,1375.70,08/22/2020,0.00,0.00,-1375.70,
GDDY Aug 21 '20 $90 Call,10,08/06/2020,0.14,145.14,08/22/2020,0.00,0.00,-145.14,
GDDY Aug 21 '20 $90 Call,40,08/06/2020,0.15,620.56,08/22/2020,0.00,0.00,-620.56,
GM Jul 24 '20 $28 Call,17,07/15/2020,0.42,722.78,07/17/2020,0.18,297.18,-425.60,
GM Jul 24 '20 $28 Call,6,07/15/2020,0.42,255.10,07/17/2020,0.18,104.89,-150.21,
GM Jul 24 '20 $28 Call,7,07/15/2020,0.42,297.61,07/17/2020,0.18,122.37,-175.25,
GNUS Jul 10 '20 $4 Call,100,07/07/2020,0.10,1051.64,07/11/2020,0.00,0.00,-1051.64,
GOOG Apr 17 '20 $1300 Call,20,03/25/2020,6.80,13610.33,03/25/2020,8.00,15989.28,2378.95,
GOOG Apr 17 '20 $1300 Call,14,03/26/2020,8.30,11627.23,03/26/2020,8.00,11192.49,-434.73,
GOOG Apr 17 '20 $1300 Call,1,03/26/2020,6.50,650.52,03/26/2020,8.00,799.46,148.95,
GOOG Apr 17 '20 $1300 Call,5,03/26/2020,8.30,4152.58,03/26/2020,8.00,3997.32,-155.26,
